Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Coordinador de proyectos,Alpina,Bucaramanga,Alpina requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",4.378.764,pasantia,mid,"Facturacion, Gestion documental, Manejo de agendas, ERP",2025-04-19 03:21:29,True,administracion
Gerente administrativo,Postobon,Manizales,Postobon requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,5.954.051,tiempo_completo,senior,"Contabilidad basica, SAP, Manejo de bases de datos, Manejo de agendas, Presupuestos, Facturacion, Normas ISO",2025-04-29 01:38:29,True,administracion
Gerente administrativo,Grupo Sura,Cali,Grupo Sura requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,3.196.765,tiempo_completo,entry,"Contabilidad basica, Manejo de agendas, Facturacion, Presupuestos, Excel, Manejo de bases de datos",2025-04-26 01:40:29,True,administracion
Coordinador de proyectos,Servientrega,Bogota,Servientrega requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",5.512.150,medio_tiempo,senior,"ERP, Redaccion de informes, Presupuestos, Normas ISO, Facturacion, Excel",2025-05-14 09:46:29,True,administracion
Secretaria ejecutiva,Postobon,Bucaramanga,Postobon requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",2.604.930,medio_tiempo,entry,"Redaccion de informes, ERP, Manejo de bases de datos, Power BI, Atencion al cliente",2025-05-18 19:19:29,True,administracion
Jefe de oficina,Davivienda,Bucaramanga,Davivienda requiere un jefe de oficina para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Dirigiras las operaciones diarias de la sede, coordinaras al equipo de trabajo, velaras por el cumplimiento de metas y optimizaras los procesos administrativos.","Profesional en administracion o afines, con minimo 5 años liderando equipos y experiencia en gestion operativa y comercial.",2.996.117,pasantia,entry,"Manejo de agendas, Planificacion estrategica, Normas ISO, Gestion documental, Power BI, Contabilidad basica, Excel",2025-04-22 06:25:29,True,administracion
Auxiliar contable,Bancolombia,Bucaramanga,Bancolombia requiere un auxiliar contable para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Registrarás operaciones contables, revisarás soportes de pago, generarás informes financieros basicos y apoyarás los cierres mensuales.","Tecnico o tecnologo en contabilidad, experiencia de al menos 1 año en registros contables, manejo de software contable y conocimientos en retenciones.",2.583.420,pasantia,entry,"Planificacion estrategica, Redaccion de informes, Presupuestos, Power BI, Excel, Facturacion, ERP",2025-05-09 05:28:29,True,administracion
Gerente administrativo,Coomeva,Cartagena,Coomeva requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,5.546.491,remoto,senior,"Normas ISO, ERP, Manejo de bases de datos, Power BI, Manejo de agendas",2025-04-18 23:11:29,True,administracion
Gerente administrativo,TCC,Medellin,TCC requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,2.618.036,freelance,entry,"Gestion documental, Normas ISO, Atencion al cliente, Planificacion estrategica, Redaccion de informes, Power BI, Manejo de bases de datos",2025-05-17 08:15:29,True,administracion
Director de planeacion,Servientrega,Barranquilla,Servientrega requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",4.444.505,remoto,mid,"Manejo de agendas, Manejo de bases de datos, Power BI, SAP, Redaccion de informes",2025-04-24 16:40:29,True,administracion
Director de planeacion,Grupo Sura,Medellin,Grupo Sura requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",6.034.514,tiempo_completo,senior,"Atencion al cliente, Presupuestos, Contabilidad basica, ERP, Facturacion, Normas ISO, Gestion documental",2025-04-26 04:54:29,True,administracion
Jefe de oficina,Servientrega,Medellin,Servientrega requiere un jefe de oficina para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Dirigiras las operaciones diarias de la sede, coordinaras al equipo de trabajo, velaras por el cumplimiento de metas y optimizaras los procesos administrativos.","Profesional en administracion o afines, con minimo 5 años liderando equipos y experiencia en gestion operativa y comercial.",2.250.442,medio_tiempo,entry,"Facturacion, Atencion al cliente, Power BI, Excel, Presupuestos, ERP, Manejo de agendas",2025-05-03 01:35:29,True,administracion
Gerente administrativo,Alpina,Bogota,Alpina requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,4.288.822,pasantia,mid,"Facturacion, Contabilidad basica, Presupuestos, Redaccion de informes, Power BI, Atencion al cliente",2025-04-25 20:20:29,True,administracion
Director de planeacion,Servientrega,Barranquilla,Servientrega requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",3.944.143,pasantia,mid,"Presupuestos, Contabilidad basica, Manejo de agendas, Manejo de bases de datos, Normas ISO",2025-05-06 00:50:29,True,administracion
Analista de gestion,Colsubsidio,Barranquilla,Colsubsidio requiere un analista de gestion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Elaboraras informes de gestion, haras seguimiento a planes de mejora y apoyarás la implementacion de procesos de calidad.",Profesional en administracion o ingenieria industrial. Experiencia de 2 años en gestion de procesos y manejo de herramientas de seguimiento.,4.481.987,freelance,mid,"Presupuestos, Excel, ERP, Contabilidad basica, Normas ISO, Planificacion estrategica",2025-04-30 12:29:29,True,administracion
Analista de operaciones,Servientrega,Cartagena,Servientrega requiere un analista de operaciones para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Supervisaras procesos operativos diarios, realizaras seguimiento de indicadores clave y coordinaras mejoras en los flujos de trabajo de la cadena de valor.","Profesional en ingenieria industrial o carreras afines, con minimo 2 años en cargos similares. Conocimiento en ERP y manejo de Excel intermedio.",6.111.306,remoto,senior,"ERP, Normas ISO, Power BI, Manejo de agendas, Manejo de bases de datos, SAP",2025-05-19 05:49:29,True,administracion
Gerente administrativo,Bancolombia,Cartagena,Bancolombia requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,4.498.157,pasantia,mid,"Gestion documental, Facturacion, Manejo de bases de datos, Contabilidad basica, Presupuestos, Planificacion estrategica, Excel",2025-04-19 14:23:29,True,administracion
Director de planeacion,TCC,Medellin,TCC requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",6.100.815,freelance,senior,"Excel, Manejo de bases de datos, Contabilidad basica, SAP, Normas ISO, Gestion documental",2025-05-18 05:53:29,True,administracion
Analista de gestion,Colsubsidio,Bucaramanga,Colsubsidio requiere un analista de gestion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Elaboraras informes de gestion, haras seguimiento a planes de mejora y apoyarás la implementacion de procesos de calidad.",Profesional en administracion o ingenieria industrial. Experiencia de 2 años en gestion de procesos y manejo de herramientas de seguimiento.,2.417.991,medio_tiempo,entry,"Gestion documental, Contabilidad basica, Atencion al cliente, SAP, Facturacion",2025-04-21 22:30:29,True,administracion
Analista de gestion,Colsubsidio,Bogota,Colsubsidio requiere un analista de gestion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Elaboraras informes de gestion, haras seguimiento a planes de mejora y apoyarás la implementacion de procesos de calidad.",Profesional en administracion o ingenieria industrial. Experiencia de 2 años en gestion de procesos y manejo de herramientas de seguimiento.,3.027.607,medio_tiempo,entry,"Planificacion estrategica, SAP, Excel, Atencion al cliente, Presupuestos, Power BI",2025-04-28 07:09:29,True,administracion
Analista de operaciones,Servientrega,Manizales,Servientrega requiere un analista de operaciones para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Supervisaras procesos operativos diarios, realizaras seguimiento de indicadores clave y coordinaras mejoras en los flujos de trabajo de la cadena de valor.","Profesional en ingenieria industrial o carreras afines, con minimo 2 años en cargos similares. Conocimiento en ERP y manejo de Excel intermedio.",3.810.660,pasantia,mid,"Power BI, Planificacion estrategica, Contabilidad basica, Redaccion de informes",2025-05-08 16:53:29,True,administracion
Director de planeacion,Davivienda,Medellin,Davivienda requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",5.642.331,remoto,senior,"Gestion documental, Excel, ERP, Facturacion",2025-04-30 10:07:29,True,administracion
Coordinador de proyectos,TCC,Cali,TCC requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",4.103.758,tiempo_completo,mid,"Atencion al cliente, Facturacion, Manejo de agendas, Contabilidad basica",2025-05-04 07:09:29,True,administracion
Asistente administrativo,Postobon,Bucaramanga,Postobon requiere un asistente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Gestionaras la correspondencia interna, apoyo en la organizacion de reuniones, seguimiento a cronogramas y soporte al area contable con la digitacion de documentos.","Tecnico o tecnologo en administracion, con al menos 1 año de experiencia en oficinas administrativas. Manejo avanzado de Excel y conocimientos basicos en facturacion.",6.050.460,freelance,senior,"Normas ISO, Power BI, Excel, Manejo de bases de datos, Planificacion estrategica",2025-05-01 10:18:29,True,administracion
Asistente administrativo,Bancolombia,Cali,Bancolombia requiere un asistente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Gestionaras la correspondencia interna, apoyo en la organizacion de reuniones, seguimiento a cronogramas y soporte al area contable con la digitacion de documentos.","Tecnico o tecnologo en administracion, con al menos 1 año de experiencia en oficinas administrativas. Manejo avanzado de Excel y conocimientos basicos en facturacion.",2.690.297,remoto,entry,"Redaccion de informes, Manejo de agendas, Contabilidad basica, Planificacion estrategica",2025-04-23 19:31:29,True,administracion
Auxiliar contable,Postobon,Cali,Postobon requiere un auxiliar contable para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Registrarás operaciones contables, revisarás soportes de pago, generarás informes financieros basicos y apoyarás los cierres mensuales.","Tecnico o tecnologo en contabilidad, experiencia de al menos 1 año en registros contables, manejo de software contable y conocimientos en retenciones.",4.153.292,medio_tiempo,mid,"SAP, Manejo de bases de datos, Normas ISO, Planificacion estrategica, ERP, Atencion al cliente",2025-04-18 20:18:29,True,administracion
Secretaria ejecutiva,Grupo Sura,Bucaramanga,Grupo Sura requiere un secretaria ejecutiva para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Apoyaras a la alta direccion en la gestion de agendas, redaccion de comunicaciones, logistica de reuniones y manejo de informacion confidencial.","Tecnico en asistencia administrativa, con minimo 2 años de experiencia en cargos similares. Habilidades en redaccion y manejo de herramientas ofimaticas.",3.513.622,medio_tiempo,mid,"ERP, Manejo de bases de datos, Redaccion de informes, Presupuestos, Atencion al cliente",2025-05-16 13:14:29,True,administracion
Asistente administrativo,Colpatria,Cali,Colpatria requiere un asistente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Gestionaras la correspondencia interna, apoyo en la organizacion de reuniones, seguimiento a cronogramas y soporte al area contable con la digitacion de documentos.","Tecnico o tecnologo en administracion, con al menos 1 año de experiencia en oficinas administrativas. Manejo avanzado de Excel y conocimientos basicos en facturacion.",3.640.315,pasantia,mid,"Power BI, Excel, Facturacion, SAP, Contabilidad basica, Planificacion estrategica, ERP",2025-05-06 06:54:29,True,administracion
Analista de gestion,Colsubsidio,Barranquilla,Colsubsidio requiere un analista de gestion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Elaboraras informes de gestion, haras seguimiento a planes de mejora y apoyarás la implementacion de procesos de calidad.",Profesional en administracion o ingenieria industrial. Experiencia de 2 años en gestion de procesos y manejo de herramientas de seguimiento.,3.999.976,remoto,mid,"Power BI, Facturacion, Contabilidad basica, Presupuestos",2025-04-26 02:51:29,True,administracion
Coordinador logistico,Davivienda,Bucaramanga,Davivienda requiere un coordinador logistico para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Planificaras y supervisaras las operaciones logisticas, gestionaras inventarios y coordinaras entregas con eficiencia operativa.","Tecnologo o profesional en logistica, con experiencia comprobada de 3 años en operaciones logisticas y manejo de software ERP.",5.661.512,pasantia,senior,"Presupuestos, SAP, Excel, Manejo de agendas, Normas ISO, Atencion al cliente, Facturacion",2025-04-21 19:11:29,True,administracion
Asistente administrativo,Grupo Sura,Bogota,Grupo Sura requiere un asistente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Gestionaras la correspondencia interna, apoyo en la organizacion de reuniones, seguimiento a cronogramas y soporte al area contable con la digitacion de documentos.","Tecnico o tecnologo en administracion, con al menos 1 año de experiencia en oficinas administrativas. Manejo avanzado de Excel y conocimientos basicos en facturacion.",3.950.834,remoto,mid,"Atencion al cliente, Manejo de bases de datos, Normas ISO, Presupuestos",2025-05-05 14:21:29,True,administracion
Asistente administrativo,Grupo Sura,Manizales,Grupo Sura requiere un asistente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Gestionaras la correspondencia interna, apoyo en la organizacion de reuniones, seguimiento a cronogramas y soporte al area contable con la digitacion de documentos.","Tecnico o tecnologo en administracion, con al menos 1 año de experiencia en oficinas administrativas. Manejo avanzado de Excel y conocimientos basicos en facturacion.",2.554.511,freelance,entry,"Gestion documental, SAP, Manejo de bases de datos, Power BI, ERP, Facturacion",2025-05-05 17:53:29,True,administracion
Asistente administrativo,Coomeva,Bucaramanga,Coomeva requiere un asistente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Gestionaras la correspondencia interna, apoyo en la organizacion de reuniones, seguimiento a cronogramas y soporte al area contable con la digitacion de documentos.","Tecnico o tecnologo en administracion, con al menos 1 año de experiencia en oficinas administrativas. Manejo avanzado de Excel y conocimientos basicos en facturacion.",6.493.572,freelance,senior,"Facturacion, Contabilidad basica, Presupuestos, Manejo de agendas, Excel, Planificacion estrategica",2025-04-27 16:44:29,True,administracion
Jefe de oficina,Davivienda,Cali,Davivienda requiere un jefe de oficina para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Dirigiras las operaciones diarias de la sede, coordinaras al equipo de trabajo, velaras por el cumplimiento de metas y optimizaras los procesos administrativos.","Profesional en administracion o afines, con minimo 5 años liderando equipos y experiencia en gestion operativa y comercial.",2.857.925,tiempo_completo,entry,"Contabilidad basica, Gestion documental, Presupuestos, Normas ISO, SAP, Manejo de bases de datos, Facturacion",2025-04-23 05:34:29,True,administracion
Analista de gestion,Postobon,Barranquilla,Postobon requiere un analista de gestion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Elaboraras informes de gestion, haras seguimiento a planes de mejora y apoyarás la implementacion de procesos de calidad.",Profesional en administracion o ingenieria industrial. Experiencia de 2 años en gestion de procesos y manejo de herramientas de seguimiento.,5.535.077,freelance,senior,"Contabilidad basica, Normas ISO, Atencion al cliente, ERP, Power BI",2025-05-18 14:16:29,True,administracion
Gerente administrativo,Postobon,Barranquilla,Postobon requiere un gerente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Seras responsable de liderar el area administrativa, supervisar la gestion financiera, implementar politicas internas y asegurar el cumplimiento normativo.",Administrador de empresas con minimo 6 años de experiencia gerencial. Dominio de herramientas financieras y conocimientos contables solidos.,5.843.139,remoto,senior,"SAP, Facturacion, Manejo de bases de datos, Presupuestos, Contabilidad basica",2025-04-19 04:11:29,True,administracion
Coordinador de proyectos,Coomeva,Barranquilla,Coomeva requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",2.516.085,pasantia,entry,"Contabilidad basica, Gestion documental, SAP, Redaccion de informes, Presupuestos",2025-05-10 20:38:29,True,administracion
Jefe de oficina,Servientrega,Bucaramanga,Servientrega requiere un jefe de oficina para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Dirigiras las operaciones diarias de la sede, coordinaras al equipo de trabajo, velaras por el cumplimiento de metas y optimizaras los procesos administrativos.","Profesional en administracion o afines, con minimo 5 años liderando equipos y experiencia en gestion operativa y comercial.",4.322.054,remoto,mid,"Planificacion estrategica, Excel, Atencion al cliente, Manejo de agendas, Facturacion, Manejo de bases de datos",2025-05-14 14:19:29,True,administracion
Coordinador de proyectos,Servientrega,Cartagena,Servientrega requiere un coordinador de proyectos para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Estaras encargado de planificar, ejecutar y dar seguimiento a proyectos corporativos, garantizando el cumplimiento de plazos, presupuestos y objetivos estrategicos.","Profesional en administracion o ingenieria, con experiencia minima de 3 años gestionando proyectos. Certificacion PMP es un diferencial.",4.217.835,freelance,mid,"Excel, Contabilidad basica, Redaccion de informes, Normas ISO, Gestion documental, ERP, Manejo de bases de datos",2025-05-19 09:09:29,True,administracion
Coordinador logistico,Colpatria,Manizales,Colpatria requiere un coordinador logistico para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Planificaras y supervisaras las operaciones logisticas, gestionaras inventarios y coordinaras entregas con eficiencia operativa.","Tecnologo o profesional en logistica, con experiencia comprobada de 3 años en operaciones logisticas y manejo de software ERP.",3.974.092,medio_tiempo,mid,"Facturacion, Manejo de agendas, SAP, Excel, Atencion al cliente",2025-04-26 09:18:29,True,administracion
Asistente administrativo,Colpatria,Cali,Colpatria requiere un asistente administrativo para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Gestionaras la correspondencia interna, apoyo en la organizacion de reuniones, seguimiento a cronogramas y soporte al area contable con la digitacion de documentos.","Tecnico o tecnologo en administracion, con al menos 1 año de experiencia en oficinas administrativas. Manejo avanzado de Excel y conocimientos basicos en facturacion.",4.210.101,freelance,mid,"Presupuestos, Normas ISO, Excel, Power BI, Manejo de bases de datos, Contabilidad basica",2025-05-10 07:51:29,True,administracion
Director de planeacion,TCC,Bucaramanga,TCC requiere un director de planeacion para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Diseñaras estrategias organizacionales, evaluaras indicadores de gestion y lideraras procesos de planeacion a mediano y largo plazo.","Profesional en administracion, economia o ingenieria. Experiencia de 5 años en planeacion estrategica y analisis de datos. Conocimiento en Power BI.",5.600.331,remoto,senior,"Presupuestos, Excel, Manejo de agendas, ERP, Planificacion estrategica, Manejo de bases de datos, Redaccion de informes",2025-05-03 00:39:29,True,administracion
Auxiliar contable,Servientrega,Cartagena,Servientrega requiere un auxiliar contable para fortalecer procesos internos clave y asegurar el cumplimiento de objetivos operativos y administrativos.,"Registrarás operaciones contables, revisarás soportes de pago, generarás informes financieros basicos y apoyarás los cierres mensuales.","Tecnico o tecnologo en contabilidad, experiencia de al menos 1 año en registros contables, manejo de software contable y conocimientos en retenciones.",2.923.296,freelance,entry,"Contabilidad basica, Presupuestos, Power BI, Gestion documental, SAP, Planificacion estrategica, Manejo de agendas",2025-05-10 21:48:29,True,administracion
