Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Auxiliar contable,Colpatria,Manizales,Colpatria busca un perfil como auxiliar contable para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar contable y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar contable, Registrar operaciones contables, Conciliar cuentas, Apoyar procesos de cierre, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico contable, experiencia minima de 1 ano, manejo de software contable., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.500.000,freelance,senior,"registro contable, facturacion, conciliacion bancaria",2025-04-19 15:55:11,True,finanzas
Contador publico,Banco de Occidente,Ibague,Banco de Occidente busca un perfil como contador publico para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de contador publico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de contador publico, Llevar libros contables, Elaborar declaraciones fiscales, Preparar estados financieros, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: contador titulado, con tarjeta profesional vigente, experiencia en empresas del sector financiero., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.200.000,medio_tiempo,entry,"NIIF, conciliaciones bancarias, declaraciones tributarias",2025-05-15 15:55:11,True,finanzas
Gerente financiero,Colpatria,Bogota,Colpatria busca un perfil como gerente financiero para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de gerente financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de gerente financiero, Supervisar gestion financiera, Definir politicas economicas, Presentar resultados a la direccion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas o administracion, experiencia directiva minima de 5 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.400.000,medio_tiempo,mid,"direccion financiera, estrategia financiera, reportes a junta directiva",2025-05-10 15:55:11,True,finanzas
Planeador financiero,Grupo Sura,Pereira,Grupo Sura busca un perfil como planeador financiero para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.000.000,freelance,entry,"planeacion financiera, modelos financieros, presupuestos",2025-04-26 15:55:11,True,finanzas
Gerente financiero,Banco de Bogota,Manizales,Banco de Bogota busca un perfil como gerente financiero para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de gerente financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de gerente financiero, Supervisar gestion financiera, Definir politicas economicas, Presentar resultados a la direccion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas o administracion, experiencia directiva minima de 5 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.200.000,medio_tiempo,entry,"direccion financiera, estrategia financiera, reportes a junta directiva",2025-05-15 15:55:11,True,finanzas
Planeador financiero,Bancolombia,Barranquilla,Bancolombia busca un perfil como planeador financiero para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.200.000,medio_tiempo,senior,"planeacion financiera, modelos financieros, presupuestos",2025-05-17 15:55:11,True,finanzas
Analista de riesgos,Grupo Sura,Ibague,Grupo Sura busca un perfil como analista de riesgos para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",7.000.000,tiempo_completo,senior,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-04-19 15:55:11,True,finanzas
Jefe de cartera,Banco de Occidente,Cali,Banco de Occidente busca un perfil como jefe de cartera para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.300.000,remoto,senior,"gestion de cartera, cobranza, analisis crediticio",2025-05-16 15:55:11,True,finanzas
Analista financiero,Credifamilia,Medellin,Credifamilia busca un perfil como analista financiero para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,freelance,mid,"analisis financiero, manejo de excel, presentacion de informes",2025-04-27 15:55:11,True,finanzas
Analista de riesgos,Banco de Bogota,Barranquilla,Banco de Bogota busca un perfil como analista de riesgos para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-05-10 15:55:11,True,finanzas
Planeador financiero,Colpatria,Pereira,Colpatria busca un perfil como planeador financiero para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.400.000,medio_tiempo,mid,"planeacion financiera, modelos financieros, presupuestos",2025-05-06 15:55:11,True,finanzas
Jefe de cartera,Banco de Occidente,Santa Marta,Banco de Occidente busca un perfil como jefe de cartera para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.400.000,medio_tiempo,mid,"gestion de cartera, cobranza, analisis crediticio",2025-05-04 15:55:11,True,finanzas
Auxiliar contable,Davivienda,Bogota,Davivienda busca un perfil como auxiliar contable para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar contable y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar contable, Registrar operaciones contables, Conciliar cuentas, Apoyar procesos de cierre, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico contable, experiencia minima de 1 ano, manejo de software contable., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",800.000,pasantia,entry,"registro contable, facturacion, conciliacion bancaria",2025-05-12 15:55:11,True,finanzas
Planeador financiero,Grupo Aval,Bogota,Grupo Aval busca un perfil como planeador financiero para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",7.000.000,tiempo_completo,senior,"planeacion financiera, modelos financieros, presupuestos",2025-05-03 15:55:11,True,finanzas
Tesorero,Banco de Bogota,Ibague,Banco de Bogota busca un perfil como tesorero para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de tesorero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tesorero, Gestionar pagos, Controlar flujo de caja, Relacion con entidades bancarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas, administracion o economia, experiencia en manejo de tesoreria., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.400.000,medio_tiempo,mid,"manejo de flujo de caja, conciliaciones bancarias, tesoreria",2025-04-19 15:55:11,True,finanzas
Analista de riesgos,BBVA Colombia,Ibague,BBVA Colombia busca un perfil como analista de riesgos para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,freelance,mid,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-05-13 15:55:11,True,finanzas
Analista de riesgos,BBVA Colombia,Ibague,BBVA Colombia busca un perfil como analista de riesgos para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",800.000,pasantia,entry,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-05-12 15:55:11,True,finanzas
Analista de riesgos,Credifamilia,Manizales,Credifamilia busca un perfil como analista de riesgos para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.000.000,freelance,entry,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-05-15 15:55:11,True,finanzas
Jefe de cartera,Grupo Aval,Medellin,Grupo Aval busca un perfil como jefe de cartera para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,tiempo_completo,entry,"gestion de cartera, cobranza, analisis crediticio",2025-04-30 15:55:11,True,finanzas
Jefe de cartera,Banco de Bogota,Ibague,Banco de Bogota busca un perfil como jefe de cartera para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.300.000,remoto,senior,"gestion de cartera, cobranza, analisis crediticio",2025-05-15 15:55:11,True,finanzas
Tesorero,Grupo Sura,Bucaramanga,Grupo Sura busca un perfil como tesorero para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de tesorero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tesorero, Gestionar pagos, Controlar flujo de caja, Relacion con entidades bancarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas, administracion o economia, experiencia en manejo de tesoreria., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.400.000,medio_tiempo,mid,"manejo de flujo de caja, conciliaciones bancarias, tesoreria",2025-05-09 15:55:11,True,finanzas
Gerente financiero,Grupo Aval,Medellin,Grupo Aval busca un perfil como gerente financiero para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de gerente financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de gerente financiero, Supervisar gestion financiera, Definir politicas economicas, Presentar resultados a la direccion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas o administracion, experiencia directiva minima de 5 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.000.000,freelance,entry,"direccion financiera, estrategia financiera, reportes a junta directiva",2025-05-06 15:55:11,True,finanzas
Gerente financiero,Credifamilia,Santa Marta,Credifamilia busca un perfil como gerente financiero para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de gerente financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de gerente financiero, Supervisar gestion financiera, Definir politicas economicas, Presentar resultados a la direccion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas o administracion, experiencia directiva minima de 5 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.200.000,medio_tiempo,entry,"direccion financiera, estrategia financiera, reportes a junta directiva",2025-05-06 15:55:11,True,finanzas
Analista financiero,Banco de Occidente,Barranquilla,Banco de Occidente busca un perfil como analista financiero para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,tiempo_completo,entry,"analisis financiero, manejo de excel, presentacion de informes",2025-04-30 15:55:11,True,finanzas
Planeador financiero,Grupo Sura,Cartagena,Grupo Sura busca un perfil como planeador financiero para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.300.000,remoto,senior,"planeacion financiera, modelos financieros, presupuestos",2025-05-08 15:55:11,True,finanzas
Auxiliar contable,Finandina,Bucaramanga,Finandina busca un perfil como auxiliar contable para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar contable y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar contable, Registrar operaciones contables, Conciliar cuentas, Apoyar procesos de cierre, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico contable, experiencia minima de 1 ano, manejo de software contable., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,freelance,mid,"registro contable, facturacion, conciliacion bancaria",2025-04-22 15:55:11,True,finanzas
Analista de riesgos,Colpatria,Medellin,Colpatria busca un perfil como analista de riesgos para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-04-30 15:55:11,True,finanzas
Planeador financiero,Finandina,Barranquilla,Finandina busca un perfil como planeador financiero para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.600.000,pasantia,mid,"planeacion financiera, modelos financieros, presupuestos",2025-04-22 15:55:11,True,finanzas
Analista financiero,BBVA Colombia,Barranquilla,BBVA Colombia busca un perfil como analista financiero para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.300.000,remoto,senior,"analisis financiero, manejo de excel, presentacion de informes",2025-04-23 15:55:11,True,finanzas
Jefe de cartera,Bancolombia,Bogota,Bancolombia busca un perfil como jefe de cartera para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.200.000,medio_tiempo,entry,"gestion de cartera, cobranza, analisis crediticio",2025-04-24 15:55:11,True,finanzas
Planeador financiero,Bancolombia,Medellin,Bancolombia busca un perfil como planeador financiero para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.500.000,freelance,senior,"planeacion financiera, modelos financieros, presupuestos",2025-04-20 15:55:11,True,finanzas
Gerente financiero,Davivienda,Bucaramanga,Davivienda busca un perfil como gerente financiero para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de gerente financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de gerente financiero, Supervisar gestion financiera, Definir politicas economicas, Presentar resultados a la direccion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas o administracion, experiencia directiva minima de 5 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.500.000,freelance,senior,"direccion financiera, estrategia financiera, reportes a junta directiva",2025-05-05 15:55:11,True,finanzas
Planeador financiero,Banco de Bogota,Cali,Banco de Bogota busca un perfil como planeador financiero para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,tiempo_completo,entry,"planeacion financiera, modelos financieros, presupuestos",2025-05-09 15:55:11,True,finanzas
Contador publico,Grupo Sura,Santa Marta,Grupo Sura busca un perfil como contador publico para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de contador publico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de contador publico, Llevar libros contables, Elaborar declaraciones fiscales, Preparar estados financieros, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: contador titulado, con tarjeta profesional vigente, experiencia en empresas del sector financiero., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.000.000,tiempo_completo,mid,"NIIF, conciliaciones bancarias, declaraciones tributarias",2025-04-28 15:55:11,True,finanzas
Jefe de cartera,Davivienda,Bucaramanga,Davivienda busca un perfil como jefe de cartera para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.600.000,remoto,mid,"gestion de cartera, cobranza, analisis crediticio",2025-04-27 15:55:11,True,finanzas
Auxiliar contable,Grupo Aval,Santa Marta,Grupo Aval busca un perfil como auxiliar contable para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar contable y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar contable, Registrar operaciones contables, Conciliar cuentas, Apoyar procesos de cierre, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico contable, experiencia minima de 1 ano, manejo de software contable., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"registro contable, facturacion, conciliacion bancaria",2025-05-09 15:55:11,True,finanzas
Tesorero,Finandina,Cartagena,Finandina busca un perfil como tesorero para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de tesorero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tesorero, Gestionar pagos, Controlar flujo de caja, Relacion con entidades bancarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas, administracion o economia, experiencia en manejo de tesoreria., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.800.000,remoto,entry,"manejo de flujo de caja, conciliaciones bancarias, tesoreria",2025-04-29 15:55:11,True,finanzas
Analista financiero,Davivienda,Barranquilla,Davivienda busca un perfil como analista financiero para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",800.000,pasantia,entry,"analisis financiero, manejo de excel, presentacion de informes",2025-05-09 15:55:11,True,finanzas
Planeador financiero,BBVA Colombia,Bucaramanga,BBVA Colombia busca un perfil como planeador financiero para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",800.000,pasantia,entry,"planeacion financiera, modelos financieros, presupuestos",2025-04-22 15:55:11,True,finanzas
Analista financiero,Colpatria,Cali,Colpatria busca un perfil como analista financiero para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.600.000,pasantia,mid,"analisis financiero, manejo de excel, presentacion de informes",2025-04-29 15:55:11,True,finanzas
Analista de riesgos,Bancolombia,Barranquilla,Bancolombia busca un perfil como analista de riesgos para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",800.000,pasantia,entry,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-04-20 15:55:11,True,finanzas
Auxiliar contable,Grupo Aval,Ibague,Grupo Aval busca un perfil como auxiliar contable para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar contable y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar contable, Registrar operaciones contables, Conciliar cuentas, Apoyar procesos de cierre, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico contable, experiencia minima de 1 ano, manejo de software contable., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.200.000,medio_tiempo,entry,"registro contable, facturacion, conciliacion bancaria",2025-04-23 15:55:11,True,finanzas
Contador publico,Banco de Occidente,Bogota,Banco de Occidente busca un perfil como contador publico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de contador publico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de contador publico, Llevar libros contables, Elaborar declaraciones fiscales, Preparar estados financieros, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: contador titulado, con tarjeta profesional vigente, experiencia en empresas del sector financiero., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.600.000,remoto,mid,"NIIF, conciliaciones bancarias, declaraciones tributarias",2025-04-22 15:55:11,True,finanzas
