Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Quimico farmaceutico,Clinica del Country,Ibague,Clinica del Country busca un perfil como quimico farmaceutico para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de quimico farmaceutico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de quimico farmaceutico, Supervisar produccion, Realizar pruebas de laboratorio, Cumplir normas sanitarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en quimica farmaceutica, experiencia en laboratorio, bpm obligatorio., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",750000,freelance,entry,"control de calidad, formulacion farmaceutica, normas BPM",2025-04-20 15:45:44,True,salud
Medico general,Colsanitas,Cartagena,Colsanitas busca un perfil como medico general para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, Realizar consultas, Formular tratamientos, Remitir a especialistas, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: medico titulado, tarjeta profesional, experiencia en consulta externa., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2000000,freelance,senior,"diagnostico clinico, historia clinica, manejo de pacientes",2025-05-13 15:45:44,True,salud
Medico general,Hospital Pablo Tobon Uribe,Pereira,Hospital Pablo Tobon Uribe busca un perfil como medico general para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, Realizar consultas, Formular tratamientos, Remitir a especialistas, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: medico titulado, tarjeta profesional, experiencia en consulta externa., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1000000,pasantia,mid,"diagnostico clinico, historia clinica, manejo de pacientes",2025-05-01 15:45:44,True,salud
Medico general,Laboratorio Abbott Colombia,Ibague,Laboratorio Abbott Colombia busca un perfil como medico general para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, Realizar consultas, Formular tratamientos, Remitir a especialistas, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: medico titulado, tarjeta profesional, experiencia en consulta externa., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4000000,tiempo_completo,senior,"diagnostico clinico, historia clinica, manejo de pacientes",2025-05-09 15:45:44,True,salud
Enfermero jefe,Clinica del Country,Bucaramanga,Clinica del Country busca un perfil como enfermero jefe para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de enfermero jefe y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de enfermero jefe, Supervisar personal, Coordinar turnos, Liderar procesos de calidad, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: enfermero profesional, experiencia en liderar equipos, diplomado en uci es un plus., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2250000,remoto,mid,"coordinacion de personal, administracion de medicamentos, SAP",2025-04-23 15:45:44,True,salud
Medico general,Compensar,Pereira,Compensar busca un perfil como medico general para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, Realizar consultas, Formular tratamientos, Remitir a especialistas, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: medico titulado, tarjeta profesional, experiencia en consulta externa., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1500000,medio_tiempo,mid,"diagnostico clinico, historia clinica, manejo de pacientes",2025-05-08 15:45:44,True,salud
Psicologo clinico,Laboratorio Abbott Colombia,Ibague,Laboratorio Abbott Colombia busca un perfil como psicologo clinico para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1000000,pasantia,mid,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-05-03 15:45:44,True,salud
Auxiliar de enfermeria,Sura EPS,Ibague,Sura EPS busca un perfil como auxiliar de enfermeria para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar de enfermeria y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar de enfermeria, Tomar signos vitales, Apoyar en procedimientos medicos, Brindar cuidados basicos, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico en enfermeria, certificado vigente, minimo 1 ano de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1000000,pasantia,mid,"manejo de pacientes, toma de signos vitales, aplicacion de medicamentos",2025-04-24 15:45:44,True,salud
Auxiliar administrativo en salud,Coomeva EPS,Barranquilla,Coomeva EPS busca un perfil como auxiliar administrativo en salud para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar administrativo en salud y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar administrativo en salud, Registrar datos de pacientes, Gestionar citas, Elaborar facturacion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico o tecnologo en gestion administrativa, experiencia en ips., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2400000,medio_tiempo,senior,"manejo de historias clinicas, atencion al usuario, facturacion en salud",2025-04-30 15:45:44,True,salud
Odontologo,Fundacion Santa Fe de Bogota,Cartagena,Fundacion Santa Fe de Bogota busca un perfil como odontologo para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1250000,freelance,mid,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-04-20 15:45:44,True,salud
Tecnologo en radiologia,Hospital Pablo Tobon Uribe,Manizales,Hospital Pablo Tobon Uribe busca un perfil como tecnologo en radiologia para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de tecnologo en radiologia y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tecnologo en radiologia, Tomar imagenes diagnosticas, Preparar pacientes, Procesar resultados, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnologo en radiologia, licencia vigente, experiencia en clinicas., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1600000,pasantia,senior,"manejo de equipos RX, procesamiento de imagenes, atencion al paciente",2025-05-02 15:45:44,True,salud
Auxiliar administrativo en salud,Compensar,Bucaramanga,Compensar busca un perfil como auxiliar administrativo en salud para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar administrativo en salud y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar administrativo en salud, Registrar datos de pacientes, Gestionar citas, Elaborar facturacion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico o tecnologo en gestion administrativa, experiencia en ips., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1500000,tiempo_completo,entry,"manejo de historias clinicas, atencion al usuario, facturacion en salud",2025-04-30 15:45:44,True,salud
Auxiliar de enfermeria,Hospital Pablo Tobon Uribe,Santa Marta,Hospital Pablo Tobon Uribe busca un perfil como auxiliar de enfermeria para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar de enfermeria y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar de enfermeria, Tomar signos vitales, Apoyar en procedimientos medicos, Brindar cuidados basicos, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico en enfermeria, certificado vigente, minimo 1 ano de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2400000,medio_tiempo,senior,"manejo de pacientes, toma de signos vitales, aplicacion de medicamentos",2025-04-27 15:45:44,True,salud
Fisioterapeuta,Sura EPS,Cali,Sura EPS busca un perfil como fisioterapeuta para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de fisioterapeuta y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de fisioterapeuta, Ejecutar terapias, Disenar planes de tratamiento, Evaluar progreso del paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en fisioterapia, experiencia en rehabilitacion, rethus actualizado., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1000000,pasantia,mid,"rehabilitacion fisica, ejercicios terapeuticos, atencion domiciliaria",2025-05-15 15:45:44,True,salud
Odontologo,Coomeva EPS,Ibague,Coomeva EPS busca un perfil como odontologo para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1250000,freelance,mid,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-05-10 15:45:44,True,salud
Auxiliar de enfermeria,Fundacion Santa Fe de Bogota,Medellin,Fundacion Santa Fe de Bogota busca un perfil como auxiliar de enfermeria para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar de enfermeria y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar de enfermeria, Tomar signos vitales, Apoyar en procedimientos medicos, Brindar cuidados basicos, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico en enfermeria, certificado vigente, minimo 1 ano de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1250000,freelance,mid,"manejo de pacientes, toma de signos vitales, aplicacion de medicamentos",2025-04-26 15:45:44,True,salud
Auxiliar administrativo en salud,Laboratorio Abbott Colombia,Bucaramanga,Laboratorio Abbott Colombia busca un perfil como auxiliar administrativo en salud para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar administrativo en salud y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar administrativo en salud, Registrar datos de pacientes, Gestionar citas, Elaborar facturacion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico o tecnologo en gestion administrativa, experiencia en ips., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",900000,medio_tiempo,entry,"manejo de historias clinicas, atencion al usuario, facturacion en salud",2025-04-23 15:45:44,True,salud
Medico general,Clinica Imbanaco,Cali,Clinica Imbanaco busca un perfil como medico general para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, Realizar consultas, Formular tratamientos, Remitir a especialistas, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: medico titulado, tarjeta profesional, experiencia en consulta externa., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",750000,freelance,entry,"diagnostico clinico, historia clinica, manejo de pacientes",2025-04-23 15:45:44,True,salud
Medico general,Clinica del Country,Ibague,Clinica del Country busca un perfil como medico general para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, Realizar consultas, Formular tratamientos, Remitir a especialistas, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: medico titulado, tarjeta profesional, experiencia en consulta externa., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2400000,medio_tiempo,senior,"diagnostico clinico, historia clinica, manejo de pacientes",2025-04-20 15:45:44,True,salud
Odontologo,Clinica Imbanaco,Cartagena,Clinica Imbanaco busca un perfil como odontologo para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1500000,tiempo_completo,entry,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-05-02 15:45:44,True,salud
Quimico farmaceutico,Fundacion Santa Fe de Bogota,Bogota,Fundacion Santa Fe de Bogota busca un perfil como quimico farmaceutico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de quimico farmaceutico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de quimico farmaceutico, Supervisar produccion, Realizar pruebas de laboratorio, Cumplir normas sanitarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en quimica farmaceutica, experiencia en laboratorio, bpm obligatorio., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",750000,freelance,entry,"control de calidad, formulacion farmaceutica, normas BPM",2025-05-04 15:45:44,True,salud
Tecnologo en radiologia,Laboratorio Abbott Colombia,Medellin,Laboratorio Abbott Colombia busca un perfil como tecnologo en radiologia para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de tecnologo en radiologia y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tecnologo en radiologia, Tomar imagenes diagnosticas, Preparar pacientes, Procesar resultados, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnologo en radiologia, licencia vigente, experiencia en clinicas., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2500000,tiempo_completo,mid,"manejo de equipos RX, procesamiento de imagenes, atencion al paciente",2025-04-25 15:45:44,True,salud
Nutricionista,Laboratorio Abbott Colombia,Ibague,Laboratorio Abbott Colombia busca un perfil como nutricionista para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de nutricionista y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de nutricionista, Evaluar estado nutricional, Elaborar planes alimentarios, Orientar a los pacientes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: nutricionista profesional, experiencia hospitalaria, rethus vigente., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1600000,pasantia,senior,"planificacion de dietas, educacion nutricional, valoracion nutricional",2025-05-15 15:45:44,True,salud
Psicologo clinico,Clinica del Country,Bogota,Clinica del Country busca un perfil como psicologo clinico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1350000,remoto,entry,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-05-14 15:45:44,True,salud
Enfermero jefe,Clinica Reina Sofia,Cartagena,Clinica Reina Sofia busca un perfil como enfermero jefe para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de enfermero jefe y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de enfermero jefe, Supervisar personal, Coordinar turnos, Liderar procesos de calidad, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: enfermero profesional, experiencia en liderar equipos, diplomado en uci es un plus., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4000000,tiempo_completo,senior,"coordinacion de personal, administracion de medicamentos, SAP",2025-05-02 15:45:44,True,salud
Odontologo,Sura EPS,Ibague,Sura EPS busca un perfil como odontologo para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1250000,freelance,mid,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-04-28 15:45:44,True,salud
Psicologo clinico,Colsanitas,Bogota,Colsanitas busca un perfil como psicologo clinico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2000000,freelance,senior,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-05-16 15:45:44,True,salud
Odontologo,Clinica Imbanaco,Cartagena,Clinica Imbanaco busca un perfil como odontologo para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",750000,freelance,entry,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-04-22 15:45:44,True,salud
Auxiliar de enfermeria,Clinica Reina Sofia,Bogota,Clinica Reina Sofia busca un perfil como auxiliar de enfermeria para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar de enfermeria y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar de enfermeria, Tomar signos vitales, Apoyar en procedimientos medicos, Brindar cuidados basicos, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico en enfermeria, certificado vigente, minimo 1 ano de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1250000,freelance,mid,"manejo de pacientes, toma de signos vitales, aplicacion de medicamentos",2025-04-21 15:45:44,True,salud
Medico general,Compensar,Barranquilla,Compensar busca un perfil como medico general para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, Realizar consultas, Formular tratamientos, Remitir a especialistas, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: medico titulado, tarjeta profesional, experiencia en consulta externa., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1000000,pasantia,mid,"diagnostico clinico, historia clinica, manejo de pacientes",2025-05-16 15:45:44,True,salud
Quimico farmaceutico,Coomeva EPS,Bogota,Coomeva EPS busca un perfil como quimico farmaceutico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de quimico farmaceutico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de quimico farmaceutico, Supervisar produccion, Realizar pruebas de laboratorio, Cumplir normas sanitarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en quimica farmaceutica, experiencia en laboratorio, bpm obligatorio., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2400000,medio_tiempo,senior,"control de calidad, formulacion farmaceutica, normas BPM",2025-04-21 15:45:44,True,salud
Fisioterapeuta,Compensar,Santa Marta,Compensar busca un perfil como fisioterapeuta para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de fisioterapeuta y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de fisioterapeuta, Ejecutar terapias, Disenar planes de tratamiento, Evaluar progreso del paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en fisioterapia, experiencia en rehabilitacion, rethus actualizado., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1500000,medio_tiempo,mid,"rehabilitacion fisica, ejercicios terapeuticos, atencion domiciliaria",2025-05-01 15:45:44,True,salud
Auxiliar de enfermeria,Compensar,Cali,Compensar busca un perfil como auxiliar de enfermeria para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar de enfermeria y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar de enfermeria, Tomar signos vitales, Apoyar en procedimientos medicos, Brindar cuidados basicos, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico en enfermeria, certificado vigente, minimo 1 ano de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1500000,tiempo_completo,entry,"manejo de pacientes, toma de signos vitales, aplicacion de medicamentos",2025-05-13 15:45:44,True,salud
Fisioterapeuta,Clinica Reina Sofia,Bogota,Clinica Reina Sofia busca un perfil como fisioterapeuta para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de fisioterapeuta y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de fisioterapeuta, Ejecutar terapias, Disenar planes de tratamiento, Evaluar progreso del paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en fisioterapia, experiencia en rehabilitacion, rethus actualizado., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2250000,remoto,mid,"rehabilitacion fisica, ejercicios terapeuticos, atencion domiciliaria",2025-05-01 15:45:44,True,salud
Medico general,Fundacion Santa Fe de Bogota,Cartagena,Fundacion Santa Fe de Bogota busca un perfil como medico general para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, Realizar consultas, Formular tratamientos, Remitir a especialistas, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: medico titulado, tarjeta profesional, experiencia en consulta externa., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1600000,pasantia,senior,"diagnostico clinico, historia clinica, manejo de pacientes",2025-04-26 15:45:44,True,salud
Psicologo clinico,Clinica Imbanaco,Cartagena,Clinica Imbanaco busca un perfil como psicologo clinico para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1250000,freelance,mid,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-05-02 15:45:44,True,salud
Enfermero jefe,Colsanitas,Medellin,Colsanitas busca un perfil como enfermero jefe para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de enfermero jefe y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de enfermero jefe, Supervisar personal, Coordinar turnos, Liderar procesos de calidad, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: enfermero profesional, experiencia en liderar equipos, diplomado en uci es un plus., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2000000,freelance,senior,"coordinacion de personal, administracion de medicamentos, SAP",2025-04-26 15:45:44,True,salud
Auxiliar administrativo en salud,Fundacion Santa Fe de Bogota,Ibague,Fundacion Santa Fe de Bogota busca un perfil como auxiliar administrativo en salud para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar administrativo en salud y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar administrativo en salud, Registrar datos de pacientes, Gestionar citas, Elaborar facturacion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico o tecnologo en gestion administrativa, experiencia en ips., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1350000,remoto,entry,"manejo de historias clinicas, atencion al usuario, facturacion en salud",2025-05-07 15:45:44,True,salud
Odontologo,Laboratorio Abbott Colombia,Barranquilla,Laboratorio Abbott Colombia busca un perfil como odontologo para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1350000,remoto,entry,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-05-14 15:45:44,True,salud
Odontologo,Clinica Imbanaco,Barranquilla,Clinica Imbanaco busca un perfil como odontologo para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1600000,pasantia,senior,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-04-26 15:45:44,True,salud
Odontologo,Clinica del Country,Cali,Clinica del Country busca un perfil como odontologo para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de odontologo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de odontologo, Realizar tratamientos dentales, Diagnosticar patologias orales, Educar al paciente, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: odontologo con tarjeta profesional, minimo 2 anos de experiencia., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2250000,remoto,mid,"procedimientos odontologicos, diagnostico oral, radiografias dentales",2025-04-28 15:45:44,True,salud
Psicologo clinico,Sura EPS,Barranquilla,Sura EPS busca un perfil como psicologo clinico para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, Aplicar pruebas psicologicas, Realizar sesiones terapeuticas, Elaborar informes, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: psicologo titulado, experiencia en salud mental, formacion en terapia cognitiva., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",750000,freelance,entry,"terapia individual, evaluacion psicologica, intervencion en crisis",2025-04-22 15:45:44,True,salud
